
 PEER Ground Motion Database, Time Series Search Report -- NGA-West2 -- 2021-03-29


 -- Summary of PEER Ground Motion Database Search Criteria --
Magnitude Min:, -1.0e-06
Magnitude Max:, 99999
Rrup Min (km):, -1.0e-06
Rrup Max (km):, 99999
Rjb Min (km):, -1.0e-06
Rjb Max (km):, 99999
Vs30 Min (m/sec):, -1.0e-06
Vs30 Max (m/sec):, 99999
D9-95 Min (sec):, -1.0e-06
D9-95 Max (sec):, 99999
Scale Factor Min:, -1.0e-06
Scale Factor Max:, 99999
Period Array:, 
Weight Array:, 
Record Sequence Number:, 1263,1262,1261,1260,1259,1258,1256,1247,1245,1243,1240,1239,1237,1236,1235,1234,1233,1232,1230,1228,1227,1219,1215,1214,1213,1212,1211,1210,1209,1208,1207,1206,1204,1200,1199,1196,1195,1190,1189,1187,1186,1094,1091,1088,1087,1083,1082,1080,1077,1076,1074,1072,1070,1062,1057,1053,1049,1048,1042,1041,1039,1035,1034,1033,1032,1031,1026,1024,1020,1019,1018,1017,1016,1015,1007,1006,1005,1003,1001,999,998,997,996,995,993,992,991,990,989,988,987,985,984,981,978,976,975,974,971
Earthquake Name:, 
Station Name:, 
User-Defined Maximum Number of Records:, 
Pulse:, 1
Damping Ratio:, 0.05
Scaling Method:, No Scaling
Suite Average:, Arithmetic
Single-Period-Scaling Period (sec):, 
Component:, SRSS
Fault Type:, All Types


 -- Summary of Metadata of Selected Records --
Result ID, Spectral Ordinate, Record Sequence Number, Mean Squared Error, Scale Factor, Tp-Pulse Period (sec), 5-75% Duration (sec), 5-95% Duration (sec), Arias Intensity (m/sec), Earthquake Name, Year, Station Name, Magnitude, Mechanism, Rjb (km), Rrup (km), Vs30 (m/sec), Lowest Useable Frequency (Hz), Initial-search Scale Factor, Horizontal-1 Acc. Filename, Horizontal-2 Acc. Filename, Vertical Acc. Filename
52, SRSS, 1080, -, 1.0, -, 3.7, 6.7, 4.1, "Northridge-01", 1994, "Simi Valley - Katherine Rd", 6.69, Reverse, 0.0, 13.42, 557.42, 0.2625, 1.0, RSN1080_NORTHR_KAT000.AT2, RSN1080_NORTHR_KAT090.AT2 , RSN1080_NORTHR_KAT-UP.AT2  
53, SRSS, 1082, -, 1.0, -, 5.8, 16.7, 1.5, "Northridge-01", 1994, "Sun Valley - Roscoe Blvd", 6.69, Reverse, 5.59, 10.05, 320.93, 0.125, 1.0, RSN1082_NORTHR_RO3000.AT2, RSN1082_NORTHR_RO3090.AT2 , RSN1082_NORTHR_RO3-UP.AT2  
54, SRSS, 1083, -, 1.0, -, 6.8, 15.9, 0.5, "Northridge-01", 1994, "Sunland - Mt Gleason Ave", 6.69, Reverse, 12.38, 13.35, 402.16, 0.125, 1.0, RSN1083_NORTHR_GLE170.AT2, RSN1083_NORTHR_GLE260.AT2 , RSN1083_NORTHR_GLE-UP.AT2  
55, SRSS, 1087, -, 1.0, -, 7.1, 12.6, 22.7, "Northridge-01", 1994, "Tarzana - Cedar Hill A", 6.69, Reverse, 0.37, 15.6, 257.21, 0.1, 1.0, RSN1087_NORTHR_TAR090.AT2, RSN1087_NORTHR_TAR360.AT2 , RSN1087_NORTHR_TAR-UP.AT2  
56, SRSS, 1088, -, 1.0, -, 6.3, 14.2, 0.5, "Northridge-01", 1994, "Terminal Island - S Seaside", 6.69, Reverse, 53.43, 57.2, 260.6, 0.15, 1.0, RSN1088_NORTHR_SSE240.AT2, RSN1088_NORTHR_SSE330.AT2 , RSN1088_NORTHR_SSE-UP.AT2  
57, SRSS, 1091, -, 1.0, -, 4.3, 8.3, 0.4, "Northridge-01", 1994, "Vasquez Rocks Park", 6.69, Reverse, 23.1, 23.64, 996.43, 0.25, 1.0, RSN1091_NORTHR_VAS000.AT2, RSN1091_NORTHR_VAS090.AT2 , RSN1091_NORTHR_VAS-UP.AT2  
58, SRSS, 1094, -, 1.0, -, 10.7, 19.7, 0.1, "Northridge-01", 1994, "West Covina - S Orange Ave", 6.69, Reverse, 51.46, 51.7, 334.69, 0.075, 1.0, RSN1094_NORTHR_SOR225.AT2, RSN1094_NORTHR_SOR315.AT2 , RSN1094_NORTHR_SOR-UP.AT2  
59, SRSS, 1186, -, 1.0, -, 10.7, 27.2, 1.7, "Chi-Chi_ Taiwan", 1999, "CHY014", 7.62, Reverse Oblique, 33.19, 34.18, 347.63, 0.0375, 1.0, RSN1186_CHICHI_CHY014-N.AT2, RSN1186_CHICHI_CHY014-W.AT2 , RSN1186_CHICHI_CHY014-V.AT2  
60, SRSS, 1187, -, 1.0, -, 23.6, 38.7, 0.9, "Chi-Chi_ Taiwan", 1999, "CHY015", 7.62, Reverse Oblique, 38.13, 38.13, 228.66, 0.0375, 1.0, RSN1187_CHICHI_CHY015-N.AT2, RSN1187_CHICHI_CHY015-W.AT2 , RSN1187_CHICHI_CHY015-V.AT2  
61, SRSS, 1189, -, 1.0, -, 40.9, 68.3, 0.3, "Chi-Chi_ Taiwan", 1999, "CHY017", 7.62, Reverse Oblique, 59.09, 59.09, 190.57, 0.0375, 1.0, RSN1189_CHICHI_CHY017-N.AT2, RSN1189_CHICHI_CHY017-W.AT2 , RSN1189_CHICHI_CHY017-V.AT2  
62, SRSS, 1190, -, 1.0, -, 24.7, 39.1, 0.1, "Chi-Chi_ Taiwan", 1999, "CHY019", 7.62, Reverse Oblique, 49.98, 50.53, 497.53, 0.0375, 1.0, RSN1190_CHICHI_CHY019-N.AT2, RSN1190_CHICHI_CHY019-W.AT2 , RSN1190_CHICHI_CHY019-V.AT2  
63, SRSS, 1195, -, 1.0, -, 33.8, 44.7, 0.6, "Chi-Chi_ Taiwan", 1999, "CHY026", 7.62, Reverse Oblique, 29.52, 29.52, 226.01, 0.05, 1.0, RSN1195_CHICHI_CHY026-E.AT2, RSN1195_CHICHI_CHY026-N.AT2 , RSN1195_CHICHI_CHY026-V.AT2  
64, SRSS, 1196, -, 1.0, -, 29.1, 47.6, 0.2, "Chi-Chi_ Taiwan", 1999, "CHY027", 7.62, Reverse Oblique, 41.99, 41.99, 210.01, 0.05, 1.0, RSN1196_CHICHI_CHY027-E.AT2, RSN1196_CHICHI_CHY027-N.AT2 , RSN1196_CHICHI_CHY027-V.AT2  
65, SRSS, 1199, -, 1.0, -, 28.6, 43.9, 0.5, "Chi-Chi_ Taiwan", 1999, "CHY032", 7.62, Reverse Oblique, 35.43, 35.43, 192.71, 0.0375, 1.0, RSN1199_CHICHI_CHY032-E.AT2, RSN1199_CHICHI_CHY032-N.AT2 , RSN1199_CHICHI_CHY032-V.AT2  
66, SRSS, 1200, -, 1.0, -, 31.1, 49.0, 0.3, "Chi-Chi_ Taiwan", 1999, "CHY033", 7.62, Reverse Oblique, 43.82, 43.82, 197.63, 0.0625, 1.0, RSN1200_CHICHI_CHY033-E.AT2, RSN1200_CHICHI_CHY033-N.AT2 , RSN1200_CHICHI_CHY033-V.AT2  
67, SRSS, 1204, -, 1.0, -, 17.9, 39.0, 0.5, "Chi-Chi_ Taiwan", 1999, "CHY039", 7.62, Reverse Oblique, 31.87, 31.87, 201.21, 0.0375, 1.0, RSN1204_CHICHI_CHY039-E.AT2, RSN1204_CHICHI_CHY039-N.AT2 , RSN1204_CHICHI_CHY039-V.AT2  
68, SRSS, 1206, -, 1.0, -, 24.2, 37.1, 0.3, "Chi-Chi_ Taiwan", 1999, "CHY042", 7.62, Reverse Oblique, 27.47, 28.17, 665.2, 0.075, 1.0, RSN1206_CHICHI_CHY042-E.AT2, RSN1206_CHICHI_CHY042-N.AT2 , RSN1206_CHICHI_CHY042-V.AT2  
69, SRSS, 1207, -, 1.0, -, 27.6, 46.9, 0.2, "Chi-Chi_ Taiwan", 1999, "CHY044", 7.62, Reverse Oblique, 55.13, 55.13, 194.47, 0.075, 1.0, RSN1207_CHICHI_CHY044-E.AT2, RSN1207_CHICHI_CHY044-N.AT2 , RSN1207_CHICHI_CHY044-V.AT2  
70, SRSS, 1208, -, 1.0, -, 21.2, 33.0, 0.8, "Chi-Chi_ Taiwan", 1999, "CHY046", 7.62, Reverse Oblique, 24.1, 24.1, 442.15, 0.05, 1.0, RSN1208_CHICHI_CHY046-E.AT2, RSN1208_CHICHI_CHY046-N.AT2 , RSN1208_CHICHI_CHY046-V.AT2  
71, SRSS, 1209, -, 1.0, -, 21.4, 34.9, 1.1, "Chi-Chi_ Taiwan", 1999, "CHY047", 7.62, Reverse Oblique, 24.13, 24.13, 169.52, 0.0375, 1.0, RSN1209_CHICHI_CHY047-N.AT2, RSN1209_CHICHI_CHY047-W.AT2 , RSN1209_CHICHI_CHY047-V.AT2  
72, SRSS, 1210, -, 1.0, -, 23.6, 39.5, 0.2, "Chi-Chi_ Taiwan", 1999, "CHY050", 7.62, Reverse Oblique, 44.74, 44.76, 538.93, 0.05, 1.0, RSN1210_CHICHI_CHY050-E.AT2, RSN1210_CHICHI_CHY050-N.AT2 , RSN1210_CHICHI_CHY050-V.AT2  
73, SRSS, 1211, -, 1.0, -, 20.1, 34.5, 0.4, "Chi-Chi_ Taiwan", 1999, "CHY052", 7.62, Reverse Oblique, 38.7, 39.02, 573.04, 0.0375, 1.0, RSN1211_CHICHI_CHY052-N.AT2, RSN1211_CHICHI_CHY052-W.AT2 , RSN1211_CHICHI_CHY052-V.AT2  
74, SRSS, 1212, -, 1.0, -, 28.6, 39.8, 0.4, "Chi-Chi_ Taiwan", 1999, "CHY054", 7.62, Reverse Oblique, 48.49, 48.49, 172.1, 0.0375, 1.0, RSN1212_CHICHI_CHY054-E.AT2, RSN1212_CHICHI_CHY054-N.AT2 , RSN1212_CHICHI_CHY054-V.AT2  
75, SRSS, 1213, -, 1.0, -, 36.8, 62.0, 0.5, "Chi-Chi_ Taiwan", 1999, "CHY055", 7.62, Reverse Oblique, 54.3, 54.3, 225.77, 0.0375, 1.0, RSN1213_CHICHI_CHY055-W.AT2, RSN1213_CHICHI_CHY055-N.AT2 , RSN1213_CHICHI_CHY055-V.AT2  
76, SRSS, 1214, -, 1.0, -, 26.1, 39.1, 0.1, "Chi-Chi_ Taiwan", 1999, "CHY057", 7.62, Reverse Oblique, 56.67, 56.93, 411.46, 0.0375, 1.0, RSN1214_CHICHI_CHY057-E.AT2, RSN1214_CHICHI_CHY057-N.AT2 , RSN1214_CHICHI_CHY057-V.AT2  
77, SRSS, 1215, -, 1.0, -, 30.8, 44.9, 0.2, "Chi-Chi_ Taiwan", 1999, "CHY058", 7.62, Reverse Oblique, 59.79, 59.8, 269.28, 0.0375, 1.0, RSN1215_CHICHI_CHY058-E.AT2, RSN1215_CHICHI_CHY058-N.AT2 , RSN1215_CHICHI_CHY058-V.AT2  
78, SRSS, 1219, -, 1.0, -, 21.4, 34.3, 0.1, "Chi-Chi_ Taiwan", 1999, "CHY062", 7.62, Reverse Oblique, 56.93, 57.5, 602.63, 0.25, 1.0, RSN1219_CHICHI_CHY062-E.AT2, RSN1219_CHICHI_CHY062-N.AT2 , RSN1219_CHICHI_CHY062-V.AT2  
79, SRSS, 1227, -, 1.0, -, 19.1, 32.0, 1.1, "Chi-Chi_ Taiwan", 1999, "CHY074", 7.62, Reverse Oblique, 0.7, 10.8, 553.43, 0.025, 1.0, RSN1227_CHICHI_CHY074-E.AT2, RSN1227_CHICHI_CHY074-N.AT2 , RSN1227_CHICHI_CHY074-V.AT2  
80, SRSS, 1228, -, 1.0, -, 31.1, 42.0, 0.3, "Chi-Chi_ Taiwan", 1999, "CHY076", 7.62, Reverse Oblique, 42.15, 42.15, 169.84, 0.05, 1.0, RSN1228_CHICHI_CHY076-E.AT2, RSN1228_CHICHI_CHY076-N.AT2 , RSN1228_CHICHI_CHY076-V.AT2  
81, SRSS, 1230, -, 1.0, -, 21.2, 37.6, 0.1, "Chi-Chi_ Taiwan", 1999, "CHY079", 7.62, Reverse Oblique, 46.59, 47.52, 573.04, 0.0375, 1.0, RSN1230_CHICHI_CHY079-E.AT2, RSN1230_CHICHI_CHY079-N.AT2 , RSN1230_CHICHI_CHY079-V.AT2  
82, SRSS, 1232, -, 1.0, -, 18.9, 36.3, 0.1, "Chi-Chi_ Taiwan", 1999, "CHY081", 7.62, Reverse Oblique, 41.36, 41.67, 573.04, 0.0375, 1.0, RSN1232_CHICHI_CHY081-E.AT2, RSN1232_CHICHI_CHY081-N.AT2 , RSN1232_CHICHI_CHY081-V.AT2  
83, SRSS, 1233, -, 1.0, -, 30.1, 45.8, 0.3, "Chi-Chi_ Taiwan", 1999, "CHY082", 7.62, Reverse Oblique, 36.09, 36.09, 193.69, 0.05, 1.0, RSN1233_CHICHI_CHY082-E.AT2, RSN1233_CHICHI_CHY082-N.AT2 , RSN1233_CHICHI_CHY082-V.AT2  
84, SRSS, 1234, -, 1.0, -, 23.6, 31.4, 1.0, "Chi-Chi_ Taiwan", 1999, "CHY086", 7.62, Reverse Oblique, 27.57, 28.42, 665.2, 0.125, 1.0, RSN1234_CHICHI_CHY086-E.AT2, RSN1234_CHICHI_CHY086-N.AT2 , RSN1234_CHICHI_CHY086-V.AT2  
85, SRSS, 1235, -, 1.0, -, 19.0, 31.9, 0.6, "Chi-Chi_ Taiwan", 1999, "CHY087", 7.62, Reverse Oblique, 28.79, 28.91, 505.2, 0.0375, 1.0, RSN1235_CHICHI_CHY087-E.AT2, RSN1235_CHICHI_CHY087-N.AT2 , RSN1235_CHICHI_CHY087-V.AT2  
86, SRSS, 1236, -, 1.0, -, 17.4, 33.8, 1.0, "Chi-Chi_ Taiwan", 1999, "CHY088", 7.62, Reverse Oblique, 37.48, 37.48, 318.52, 0.05, 1.0, RSN1236_CHICHI_CHY088-E.AT2, RSN1236_CHICHI_CHY088-N.AT2 , RSN1236_CHICHI_CHY088-V.AT2  
87, SRSS, 1237, -, 1.0, -, 31.3, 46.5, 0.3, "Chi-Chi_ Taiwan", 1999, "CHY090", 7.62, Reverse Oblique, 58.42, 58.42, 180.33, 0.0375, 1.0, RSN1237_CHICHI_CHY090-E.AT2, RSN1237_CHICHI_CHY090-N.AT2 , RSN1237_CHICHI_CHY090-V.AT2  
88, SRSS, 1239, -, 1.0, -, 47.3, 95.7, 0.3, "Chi-Chi_ Taiwan", 1999, "CHY093", 7.62, Reverse Oblique, 49.82, 49.82, 190.49, 0.0375, 1.0, RSN1239_CHICHI_CHY093-N.AT2, RSN1239_CHICHI_CHY093-W.AT2 , RSN1239_CHICHI_CHY093-V.AT2  
89, SRSS, 1240, -, 1.0, -, 46.5, 80.0, 0.4, "Chi-Chi_ Taiwan", 1999, "CHY094", 7.62, Reverse Oblique, 37.1, 37.1, 221.92, 0.0625, 1.0, RSN1240_CHICHI_CHY094-N.AT2, RSN1240_CHICHI_CHY094-W.AT2 , RSN1240_CHICHI_CHY094-V.AT2  
90, SRSS, 1243, -, 1.0, -, 29.6, 54.9, 0.3, "Chi-Chi_ Taiwan", 1999, "CHY100", 7.62, Reverse Oblique, 53.46, 53.46, 230.11, 0.0375, 1.0, RSN1243_CHICHI_CHY100-N.AT2, RSN1243_CHICHI_CHY100-W.AT2 , RSN1243_CHICHI_CHY100-V.AT2  
91, SRSS, 1245, -, 1.0, -, 21.7, 36.2, 0.1, "Chi-Chi_ Taiwan", 1999, "CHY102", 7.62, Reverse Oblique, 36.06, 37.72, 804.36, 0.05, 1.0, RSN1245_CHICHI_CHY102-E.AT2, RSN1245_CHICHI_CHY102-N.AT2 , RSN1245_CHICHI_CHY102-V.AT2  
92, SRSS, 1247, -, 1.0, -, 31.5, 65.2, 0.4, "Chi-Chi_ Taiwan", 1999, "CHY107", 7.62, Reverse Oblique, 50.61, 50.61, 175.68, 0.025, 1.0, RSN1247_CHICHI_CHY107-N.AT2, RSN1247_CHICHI_CHY107-W.AT2 , RSN1247_CHICHI_CHY107-V.AT2  
93, SRSS, 1256, -, 1.0, -, 14.1, 24.4, 0.1, "Chi-Chi_ Taiwan", 1999, "HWA002", 7.62, Reverse Oblique, 53.3, 56.93, 789.18, 0.075, 1.0, RSN1256_CHICHI_HWA002-N.AT2, RSN1256_CHICHI_HWA002-W.AT2 , RSN1256_CHICHI_HWA002-V.AT2  
94, SRSS, 1258, -, 1.0, -, 12.1, 27.5, 0.5, "Chi-Chi_ Taiwan", 1999, "HWA005", 7.62, Reverse Oblique, 43.17, 47.58, 459.32, 0.0625, 1.0, RSN1258_CHICHI_HWA005-N.AT2, RSN1258_CHICHI_HWA005-W.AT2 , RSN1258_CHICHI_HWA005-V.AT2  
95, SRSS, 1259, -, 1.0, -, 9.9, 20.1, 0.2, "Chi-Chi_ Taiwan", 1999, "HWA006", 7.62, Reverse Oblique, 43.49, 47.86, 559.11, 0.075, 1.0, RSN1259_CHICHI_HWA006-N.AT2, RSN1259_CHICHI_HWA006-W.AT2 , RSN1259_CHICHI_HWA006-V.AT2  
96, SRSS, 1260, -, 1.0, -, 11.8, 35.8, 0.2, "Chi-Chi_ Taiwan", 1999, "HWA007", 7.62, Reverse Oblique, 52.62, 56.3, 358.72, 0.025, 1.0, RSN1260_CHICHI_HWA007-E.AT2, RSN1260_CHICHI_HWA007-N.AT2 , RSN1260_CHICHI_HWA007-V.AT2  
97, SRSS, 1261, -, 1.0, -, 13.7, 33.4, 0.2, "Chi-Chi_ Taiwan", 1999, "HWA009", 7.62, Reverse Oblique, 52.37, 56.06, 373.23, 0.0625, 1.0, RSN1261_CHICHI_HWA009-E.AT2, RSN1261_CHICHI_HWA009-N.AT2 , RSN1261_CHICHI_HWA009-V.AT2  
98, SRSS, 1262, -, 1.0, -, 13.3, 27.7, 0.3, "Chi-Chi_ Taiwan", 1999, "HWA011", 7.62, Reverse Oblique, 49.29, 53.19, 355.76, 0.025, 1.0, RSN1262_CHICHI_HWA011-E.AT2, RSN1262_CHICHI_HWA011-N.AT2 , RSN1262_CHICHI_HWA011-V.AT2  
99, SRSS, 1263, -, 1.0, -, 11.1, 33.7, 0.2, "Chi-Chi_ Taiwan", 1999, "HWA012", 7.62, Reverse Oblique, 53.0, 56.65, 414.42, 0.15, 1.0, RSN1263_CHICHI_HWA012-E.AT2, RSN1263_CHICHI_HWA012-N.AT2 , RSN1263_CHICHI_HWA012-V.AT2  

 These records were obtained from the NGA-West2 On-Line Ground-Motion Database Tool
 These records are UNSCALED, AS RECORDED
 Filename Extension: 
   ,AT2 = Acceleration
   ,VT2 = Velocity
   ,DT2 = Displacement
 The users of the NGA-West2 databases, flatfiles, models and reports are requested to acknowledge the Pacific Earthquake Engineering Research Center (PEER) in their work and publications.

 -- Scaled Spectra used in Search & Scaling --
Period (sec),Arithmetic Mean pSa (g),Arithmetic Mean + Sigma pSa (g),Arithmetic Mean - Sigma pSa (g),RSN-971 SRSS pSa (g),RSN-974 SRSS pSa (g),RSN-975 SRSS pSa (g),RSN-976 SRSS pSa (g),RSN-978 SRSS pSa (g),RSN-981 SRSS pSa (g),RSN-984 SRSS pSa (g),RSN-985 SRSS pSa (g),RSN-987 SRSS pSa (g),RSN-988 SRSS pSa (g),RSN-989 SRSS pSa (g),RSN-990 SRSS pSa (g),RSN-991 SRSS pSa (g),RSN-992 SRSS pSa (g),RSN-993 SRSS pSa (g),RSN-995 SRSS pSa (g),RSN-996 SRSS pSa (g),RSN-997 SRSS pSa (g),RSN-998 SRSS pSa (g),RSN-999 SRSS pSa (g),RSN-1001 SRSS pSa (g),RSN-1003 SRSS pSa (g),RSN-1005 SRSS pSa (g),RSN-1006 SRSS pSa (g),RSN-1007 SRSS pSa (g),RSN-1015 SRSS pSa (g),RSN-1016 SRSS pSa (g),RSN-1017 SRSS pSa (g),RSN-1018 SRSS pSa (g),RSN-1019 SRSS pSa (g),RSN-1020 SRSS pSa (g),RSN-1024 SRSS pSa (g),RSN-1026 SRSS pSa (g),RSN-1031 SRSS pSa (g),RSN-1032 SRSS pSa (g),RSN-1033 SRSS pSa (g),RSN-1034 SRSS pSa (g),RSN-1035 SRSS pSa (g),RSN-1039 SRSS pSa (g),RSN-1041 SRSS pSa (g),RSN-1042 SRSS pSa (g),RSN-1048 SRSS pSa (g),RSN-1049 SRSS pSa (g),RSN-1053 SRSS pSa (g),RSN-1057 SRSS pSa (g),RSN-1062 SRSS pSa (g),RSN-1070 SRSS pSa (g),RSN-1072 SRSS pSa (g),RSN-1074 SRSS pSa (g),RSN-1076 SRSS pSa (g),RSN-1077 SRSS pSa (g),RSN-1080 SRSS pSa (g),RSN-1082 SRSS pSa (g),RSN-1083 SRSS pSa (g),RSN-1087 SRSS pSa (g),RSN-1088 SRSS pSa (g),RSN-1091 SRSS pSa (g),RSN-1094 SRSS pSa (g),RSN-1186 SRSS pSa (g),RSN-1187 SRSS pSa (g),RSN-1189 SRSS pSa (g),RSN-1190 SRSS pSa (g),RSN-1195 SRSS pSa (g),RSN-1196 SRSS pSa (g),RSN-1199 SRSS pSa (g),RSN-1200 SRSS pSa (g),RSN-1204 SRSS pSa (g),RSN-1206 SRSS pSa (g),RSN-1207 SRSS pSa (g),RSN-1208 SRSS pSa (g),RSN-1209 SRSS pSa (g),RSN-1210 SRSS pSa (g),RSN-1211 SRSS pSa (g),RSN-1212 SRSS pSa (g),RSN-1213 SRSS pSa (g),RSN-1214 SRSS pSa (g),RSN-1215 SRSS pSa (g),RSN-1219 SRSS pSa (g),RSN-1227 SRSS pSa (g),RSN-1228 SRSS pSa (g),RSN-1230 SRSS pSa (g),RSN-1232 SRSS pSa (g),RSN-1233 SRSS pSa (g),RSN-1234 SRSS pSa (g),RSN-1235 SRSS pSa (g),RSN-1236 SRSS pSa (g),RSN-1237 SRSS pSa (g),RSN-1239 SRSS pSa (g),RSN-1240 SRSS pSa (g),RSN-1243 SRSS pSa (g),RSN-1245 SRSS pSa (g),RSN-1247 SRSS pSa (g),RSN-1256 SRSS pSa (g),RSN-1258 SRSS pSa (g),RSN-1259 SRSS pSa (g),RSN-1260 SRSS pSa (g),RSN-1261 SRSS pSa (g),RSN-1262 SRSS pSa (g),RSN-1263 SRSS pSa (g)
0.01,0.25643534,0.6977144,0.09424928,0.19151672,0.42950973,0.10526099,0.0894955,0.28635844,0.13861923,0.25198701,0.2947583,0.56544421,0.34039327,0.28612544,0.42212785,0.26874794,0.19207994,0.30243169,0.43238846,0.3868887,0.21499093,0.55405758,0.67706833,0.37830808,0.64135861,0.22804793,0.56283471,0.54247774,0.09600194,0.27334439,0.237743,0.1503979,0.11652678,0.31539486,0.18525066,0.17287916,0.1743233,0.22239725,0.09474979,0.15647219,0.20144596,0.35107915,0.2735016,0.4072402,0.57966413,0.50910466,0.09163961,0.16064147,0.20015375,0.2983452,0.19093378,0.13493839,0.19164542,0.97702909,0.97770449,0.52959283,0.20783624,2.07422239,0.24165288,0.20937759,0.09470225,0.34619786,0.20944039,0.07604352,0.0835581,0.10273828,0.07612154,0.11495466,0.09153946,0.15246643,0.12000584,0.08887857,0.23945025,0.24783202,0.12640834,0.17610609,0.13483292,0.13368629,0.06670877,0.07586636,0.07792736,0.28341898,0.10085016,0.06647146,0.0702344,0.09031181,0.22906352,0.18599637,0.26043675,0.1053495,0.08521606,0.08396505,0.09150968,0.06478837,0.13918032,0.10453778,0.19904224,0.12715232,0.10810068,0.13399341,0.13259539,0.10291135
0.02,0.25678723,0.70179552,0.09395854,0.19062187,0.43829944,0.10392393,0.08836608,0.28547129,0.13945249,0.2547937,0.29649718,0.56232957,0.34250698,0.28389794,0.41240472,0.26526055,0.18989422,0.30014273,0.43424543,0.38490387,0.21241888,0.54860012,0.68382484,0.37646891,0.63622072,0.2243119,0.56222011,0.53930397,0.09692196,0.2711114,0.23707334,0.14978273,0.11743992,0.31134779,0.18335278,0.17200625,0.17637273,0.22396505,0.0947209,0.15785277,0.19998904,0.35343173,0.2754315,0.39999893,0.58159248,0.50741746,0.09092348,0.15989184,0.19849163,0.29414384,0.19205186,0.13460046,0.1895552,0.98390669,1.02253617,0.52732846,0.20616759,2.07756255,0.24167417,0.21073286,0.09365086,0.34688726,0.20979885,0.07627939,0.0840464,0.10278453,0.07711822,0.11569141,0.09235579,0.15301539,0.1203137,0.08942046,0.24264319,0.24978984,0.1276083,0.1765424,0.13526985,0.13427532,0.06714332,0.07607498,0.07809926,0.28362215,0.10137902,0.06675574,0.07035158,0.09178798,0.22957591,0.18722674,0.2615822,0.10590745,0.08684761,0.08432961,0.09200759,0.06562262,0.13936041,0.10490072,0.19974796,0.12745923,0.10826232,0.13475008,0.13277324,0.10312012
0.022,0.26055638,0.72804549,0.09324916,0.19097534,0.44278802,0.10419688,0.08829845,0.28568422,0.14687813,0.26338287,0.30616851,0.56359076,0.34882032,0.2865727,0.4138983,0.26522505,0.19069547,0.29979807,0.45563573,0.38633647,0.21289227,0.54650363,0.70742961,0.3766656,0.63912675,0.22456133,0.61957198,0.54557181,0.09867918,0.27185668,0.23773947,0.14990124,0.1174113,0.31170022,0.1836617,0.17251372,0.17841263,0.23205646,0.09466814,0.16116101,0.19977329,0.35564147,0.28761025,0.40131227,0.58143458,0.50959328,0.09083594,0.15994308,0.19870618,0.29429581,0.20158819,0.13443489,0.18921638,1.0308413,1.03573866,0.52955435,0.20736461,2.167471,0.2415688,0.21889549,0.09369191,0.34782142,0.20989811,0.07630314,0.08443072,0.10282744,0.07733664,0.115664,0.09275232,0.15322532,0.12036139,0.08959909,0.24489418,0.25009971,0.12885023,0.17699836,0.13519282,0.13422467,0.06729324,0.07607489,0.07827874,0.28384748,0.10167509,0.06684987,0.07039009,0.09190162,0.22962448,0.18753396,0.2623168,0.10598689,0.08782948,0.08464909,0.09217061,0.06589404,0.13976827,0.1048983,0.19994481,0.12779343,0.1083033,0.13498027,0.13280204,0.10325385
0.025,0.26485389,0.77818892,0.0901421,0.19137075,0.45253542,0.10439708,0.08918661,0.28579087,0.15861974,0.26231581,0.31281941,0.56942634,0.34817523,0.28716985,0.41881615,0.26642079,0.19289145,0.30033774,0.43370547,0.39035942,0.21289259,0.55042988,0.7215946,0.37604063,0.64535118,0.22673474,0.67612245,0.55254048,0.09957764,0.27119516,0.2387138,0.15031723,0.11839514,0.31229368,0.18440611,0.17494442,0.17889032,0.22968621,0.09529125,0.15867354,0.20119239,0.35352484,0.27604512,0.4063853,0.58759539,0.5113605,0.09105144,0.16049529,0.19843422,0.29628772,0.19803373,0.13483746,0.1898689,1.06470033,1.05539429,0.52875132,0.2085484,2.37221546,0.24273673,0.24570423,0.09411852,0.34971045,0.20993643,0.07660177,0.08546236,0.10316138,0.07817407,0.11626402,0.09503153,0.15397298,0.12059545,0.09017966,0.2479867,0.25450854,0.12814312,0.17692895,0.1352473,0.13413559,0.06755425,0.07621959,0.07841997,0.28386519,0.10181773,0.06697563,0.07047089,0.0937494,0.22985139,0.18746017,0.26258527,0.10624983,0.08717974,0.08512216,0.09247619,0.06635336,0.13938327,0.10510477,0.2000293,0.12794146,0.10864745,0.13493109,0.13302231,0.10337336
