,mainshock_aferchock_horizontal1,horizontal_1_filename,dt_sequence_horizontal1,npt_sequence_horizontal1,dt_mainshock_horizontal1,npt_mainshock_horizontal1,dt_aftershock_horizontal1,npt_aftershock_horizontal1,rsn_mainshock_horizontal1,rsn_aftershock_horizontal1,mainshock_aferchock_horizontal2,horizontal_2_filename,dt_sequence_horizontal2,npt_sequence_horizontal2,dt_mainshock_horizontal2,npt_mainshock_horizontal2,dt_aftershock_horizontal2,npt_aftershock_horizontal2,rsn_mainshock_horizontal2,rsn_aftershock_horizontal2
196,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1206.0_2712.0_01.g3,1206.0_2712.0_01.g3,0.005,31612,0.005,18000,0.005,12812,1206.0,2712.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1206.0_2712.0_02.g3,1206.0_2712.0_02.g3,0.005,31612,0.005,18000,0.005,12812,1206.0,2712.0
197,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1206.0_3279.0_01.g3,1206.0_3279.0_01.g3,0.005,32399,0.005,18000,0.005,13599,1206.0,3279.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1206.0_3279.0_02.g3,1206.0_3279.0_02.g3,0.005,32399,0.005,18000,0.005,13599,1206.0,3279.0
198,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1208.0_2472.0_01.g3,1208.0_2472.0_01.g3,0.005,41400,0.005,18000,0.005,22600,1208.0,2472.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1208.0_2472.0_02.g3,1208.0_2472.0_02.g3,0.005,41400,0.005,18000,0.005,22600,1208.0,2472.0
199,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1208.0_2714.0_01.g3,1208.0_2714.0_01.g3,0.005,40800,0.005,18000,0.005,22000,1208.0,2714.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1208.0_2714.0_02.g3,1208.0_2714.0_02.g3,0.005,40800,0.005,18000,0.005,22000,1208.0,2714.0
200,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1208.0_3281.0_01.g3,1208.0_3281.0_01.g3,0.005,35997,0.005,18000,0.005,17197,1208.0,3281.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1208.0_3281.0_02.g3,1208.0_3281.0_02.g3,0.005,35997,0.005,18000,0.005,17197,1208.0,3281.0
201,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1209.0_2473.0_01.g3,1209.0_2473.0_01.g3,0.004,58500,0.004,37500,0.004,20000,1209.0,2473.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1209.0_2473.0_02.g3,1209.0_2473.0_02.g3,0.004,58500,0.004,37500,0.004,20000,1209.0,2473.0
202,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1209.0_2715.0_01.g3,1209.0_2715.0_01.g3,0.004,65500,0.004,37500,0.004,27000,1209.0,2715.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1209.0_2715.0_02.g3,1209.0_2715.0_02.g3,0.004,65500,0.004,37500,0.004,27000,1209.0,2715.0
203,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1209.0_3282.0_01.g3,1209.0_3282.0_01.g3,0.004,62750,0.004,37500,0.004,24250,1209.0,3282.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1209.0_3282.0_02.g3,1209.0_3282.0_02.g3,0.004,62750,0.004,37500,0.004,24250,1209.0,3282.0
204,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1211.0_2717.0_01.g3,1211.0_2717.0_01.g3,0.004,47000,0.004,29000,0.004,17000,1211.0,2717.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1211.0_2717.0_02.g3,1211.0_2717.0_02.g3,0.004,47000,0.004,29000,0.004,17000,1211.0,2717.0
205,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1227.0_2490.0_01.g3,1227.0_2490.0_01.g3,0.005,31400,0.005,18000,0.005,12600,1227.0,2490.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1227.0_2490.0_02.g3,1227.0_2490.0_02.g3,0.005,31400,0.005,18000,0.005,12600,1227.0,2490.0
206,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1227.0_2734.0_01.g3,1227.0_2734.0_01.g3,0.005,44809,0.005,18000,0.005,26009,1227.0,2734.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1227.0_2734.0_02.g3,1227.0_2734.0_02.g3,0.005,44809,0.005,18000,0.005,26009,1227.0,2734.0
207,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1227.0_3300.0_01.g3,1227.0_3300.0_01.g3,0.005,34812,0.005,18000,0.005,16012,1227.0,3300.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1227.0_3300.0_02.g3,1227.0_3300.0_02.g3,0.005,34812,0.005,18000,0.005,16012,1227.0,3300.0
208,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1231.0_2195.0_01.g3,1231.0_2195.0_01.g3,0.005,28817,0.005,18000,0.005,10017,1231.0,2195.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1231.0_2195.0_02.g3,1231.0_2195.0_02.g3,0.005,28817,0.005,18000,0.005,10017,1231.0,2195.0
209,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1231.0_2495.0_01.g3,1231.0_2495.0_01.g3,0.005,33800,0.005,18000,0.005,15000,1231.0,2495.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1231.0_2495.0_02.g3,1231.0_2495.0_02.g3,0.005,33800,0.005,18000,0.005,15000,1231.0,2495.0
210,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1231.0_2739.0_01.g3,1231.0_2739.0_01.g3,0.005,41401,0.005,18000,0.005,22601,1231.0,2739.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1231.0_2739.0_02.g3,1231.0_2739.0_02.g3,0.005,41401,0.005,18000,0.005,22601,1231.0,2739.0
211,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1234.0_2498.0_01.g3,1234.0_2498.0_01.g3,0.005,32200,0.005,18000,0.005,13400,1234.0,2498.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1234.0_2498.0_02.g3,1234.0_2498.0_02.g3,0.005,32200,0.005,18000,0.005,13400,1234.0,2498.0
212,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1234.0_2742.0_01.g3,1234.0_2742.0_01.g3,0.005,35399,0.005,18000,0.005,16599,1234.0,2742.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1234.0_2742.0_02.g3,1234.0_2742.0_02.g3,0.005,35399,0.005,18000,0.005,16599,1234.0,2742.0
213,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1234.0_3307.0_01.g3,1234.0_3307.0_01.g3,0.005,32799,0.005,18000,0.005,13999,1234.0,3307.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1234.0_3307.0_02.g3,1234.0_3307.0_02.g3,0.005,32799,0.005,18000,0.005,13999,1234.0,3307.0
214,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1235.0_2743.0_01.g3,1235.0_2743.0_01.g3,0.005,34200,0.005,18000,0.005,15400,1235.0,2743.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1235.0_2743.0_02.g3,1235.0_2743.0_02.g3,0.005,34200,0.005,18000,0.005,15400,1235.0,2743.0
215,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1235.0_3308.0_01.g3,1235.0_3308.0_01.g3,0.005,33398,0.005,18000,0.005,14598,1235.0,3308.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1235.0_3308.0_02.g3,1235.0_3308.0_02.g3,0.005,33398,0.005,18000,0.005,14598,1235.0,3308.0
216,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1236.0_2500.0_01.g3,1236.0_2500.0_01.g3,0.005,41200,0.005,18000,0.005,22400,1236.0,2500.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1236.0_2500.0_02.g3,1236.0_2500.0_02.g3,0.005,41200,0.005,18000,0.005,22400,1236.0,2500.0
217,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1236.0_2744.0_01.g3,1236.0_2744.0_01.g3,0.005,34600,0.005,18000,0.005,15800,1236.0,2744.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1236.0_2744.0_02.g3,1236.0_2744.0_02.g3,0.005,34600,0.005,18000,0.005,15800,1236.0,2744.0
218,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1238.0_2746.0_01.g3,1238.0_2746.0_01.g3,0.004,60000,0.004,37500,0.004,21500,1238.0,2746.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1238.0_2746.0_02.g3,1238.0_2746.0_02.g3,0.004,60000,0.004,37500,0.004,21500,1238.0,2746.0
219,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1238.0_3311.0_01.g3,1238.0_3311.0_01.g3,0.004,63000,0.004,37500,0.004,24500,1238.0,3311.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1238.0_3311.0_02.g3,1238.0_3311.0_02.g3,0.004,63000,0.004,37500,0.004,24500,1238.0,3311.0
220,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1240.0_3313.0_01.g3,1240.0_3313.0_01.g3,0.004,71000,0.004,37500,0.004,32500,1240.0,3313.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1240.0_3313.0_02.g3,1240.0_3313.0_02.g3,0.004,71000,0.004,37500,0.004,32500,1240.0,3313.0
221,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1244.0_2507.0_01.g3,1244.0_2507.0_01.g3,0.005,42400,0.005,18000,0.005,23600,1244.0,2507.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1244.0_2507.0_02.g3,1244.0_2507.0_02.g3,0.005,42400,0.005,18000,0.005,23600,1244.0,2507.0
222,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1244.0_2752.0_01.g3,1244.0_2752.0_01.g3,0.005,36800,0.005,18000,0.005,18000,1244.0,2752.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1244.0_2752.0_02.g3,1244.0_2752.0_02.g3,0.005,36800,0.005,18000,0.005,18000,1244.0,2752.0
223,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1244.0_3317.0_01.g3,1244.0_3317.0_01.g3,0.005,35199,0.005,18000,0.005,16399,1244.0,3317.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1244.0_3317.0_02.g3,1244.0_3317.0_02.g3,0.005,35199,0.005,18000,0.005,16399,1244.0,3317.0
224,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1245.0_2753.0_01.g3,1245.0_2753.0_01.g3,0.005,31400,0.005,18000,0.005,12600,1245.0,2753.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1245.0_2753.0_02.g3,1245.0_2753.0_02.g3,0.005,31400,0.005,18000,0.005,12600,1245.0,2753.0
225,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1246.0_2208.0_01.g3,1246.0_2208.0_01.g3,0.004,62500,0.004,37500,0.004,24000,1246.0,2208.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1246.0_2208.0_02.g3,1246.0_2208.0_02.g3,0.004,62500,0.004,37500,0.004,24000,1246.0,2208.0
226,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1246.0_2509.0_01.g3,1246.0_2509.0_01.g3,0.004,58500,0.004,37500,0.004,20000,1246.0,2509.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1246.0_2509.0_02.g3,1246.0_2509.0_02.g3,0.004,58500,0.004,37500,0.004,20000,1246.0,2509.0
227,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1246.0_2754.0_01.g3,1246.0_2754.0_01.g3,0.004,67500,0.004,37500,0.004,29000,1246.0,2754.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1246.0_2754.0_02.g3,1246.0_2754.0_02.g3,0.004,67500,0.004,37500,0.004,29000,1246.0,2754.0
228,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1258.0_2216.0_01.g3,1258.0_2216.0_01.g3,0.004,38500,0.004,20000,0.004,17500,1258.0,2216.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1258.0_2216.0_02.g3,1258.0_2216.0_02.g3,0.004,38500,0.004,20000,0.004,17500,1258.0,2216.0
229,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1258.0_2997.0_01.g3,1258.0_2997.0_01.g3,0.004,46750,0.004,20000,0.004,25750,1258.0,2997.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1258.0_2997.0_02.g3,1258.0_2997.0_02.g3,0.004,46750,0.004,20000,0.004,25750,1258.0,2997.0
230,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1261.0_2999.0_01.g3,1261.0_2999.0_01.g3,0.005,32999,0.005,18000,0.005,14199,1261.0,2999.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1261.0_2999.0_02.g3,1261.0_2999.0_02.g3,0.005,32999,0.005,18000,0.005,14199,1261.0,2999.0
231,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1262.0_3000.0_01.g3,1262.0_3000.0_01.g3,0.005,34800,0.005,18000,0.005,16000,1262.0,3000.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1262.0_3000.0_02.g3,1262.0_3000.0_02.g3,0.005,34800,0.005,18000,0.005,16000,1262.0,3000.0
232,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1262.0_3328.0_01.g3,1262.0_3328.0_01.g3,0.005,33999,0.005,18000,0.005,15199,1262.0,3328.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1262.0_3328.0_02.g3,1262.0_3328.0_02.g3,0.005,33999,0.005,18000,0.005,15199,1262.0,3328.0
233,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1264.0_3002.0_01.g3,1264.0_3002.0_01.g3,0.005,34407,0.005,18000,0.005,15607,1264.0,3002.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1264.0_3002.0_02.g3,1264.0_3002.0_02.g3,0.005,34407,0.005,18000,0.005,15607,1264.0,3002.0
234,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1265.0_3003.0_01.g3,1265.0_3003.0_01.g3,0.005,35197,0.005,18000,0.005,16397,1265.0,3003.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1265.0_3003.0_02.g3,1265.0_3003.0_02.g3,0.005,35197,0.005,18000,0.005,16397,1265.0,3003.0
235,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1265.0_3330.0_01.g3,1265.0_3330.0_01.g3,0.005,35197,0.005,18000,0.005,16397,1265.0,3330.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1265.0_3330.0_02.g3,1265.0_3330.0_02.g3,0.005,35197,0.005,18000,0.005,16397,1265.0,3330.0
236,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1268.0_3006.0_01.g3,1268.0_3006.0_01.g3,0.005,31400,0.005,17401,0.005,13199,1268.0,3006.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1268.0_3006.0_02.g3,1268.0_3006.0_02.g3,0.005,31400,0.005,17401,0.005,13199,1268.0,3006.0
237,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1269.0_3007.0_01.g3,1269.0_3007.0_01.g3,0.005,34199,0.005,18000,0.005,15399,1269.0,3007.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1269.0_3007.0_02.g3,1269.0_3007.0_02.g3,0.005,34199,0.005,18000,0.005,15399,1269.0,3007.0
238,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1269.0_3333.0_01.g3,1269.0_3333.0_01.g3,0.005,33400,0.005,18000,0.005,14600,1269.0,3333.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1269.0_3333.0_02.g3,1269.0_3333.0_02.g3,0.005,33400,0.005,18000,0.005,14600,1269.0,3333.0
239,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1270.0_3008.0_01.g3,1270.0_3008.0_01.g3,0.005,32399,0.005,17800,0.005,13799,1270.0,3008.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1270.0_3008.0_02.g3,1270.0_3008.0_02.g3,0.005,32399,0.005,17800,0.005,13799,1270.0,3008.0
240,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1277.0_2235.0_01.g3,1277.0_2235.0_01.g3,0.005,31599,0.005,18000,0.005,12799,1277.0,2235.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1277.0_2235.0_02.g3,1277.0_2235.0_02.g3,0.005,31599,0.005,18000,0.005,12799,1277.0,2235.0
241,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1277.0_3015.0_01.g3,1277.0_3015.0_01.g3,0.005,34800,0.005,18000,0.005,16000,1277.0,3015.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1277.0_3015.0_02.g3,1277.0_3015.0_02.g3,0.005,34800,0.005,18000,0.005,16000,1277.0,3015.0
242,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1277.0_3341.0_01.g3,1277.0_3341.0_01.g3,0.005,33200,0.005,18000,0.005,14400,1277.0,3341.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1277.0_3341.0_02.g3,1277.0_3341.0_02.g3,0.005,33200,0.005,18000,0.005,14400,1277.0,3341.0
243,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1278.0_3016.0_01.g3,1278.0_3016.0_01.g3,0.005,31800,0.005,17401,0.005,13599,1278.0,3016.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1278.0_3016.0_02.g3,1278.0_3016.0_02.g3,0.005,31800,0.005,17401,0.005,13599,1278.0,3016.0
244,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1279.0_3017.0_01.g3,1279.0_3017.0_01.g3,0.005,32399,0.005,18000,0.005,13599,1279.0,3017.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1279.0_3017.0_02.g3,1279.0_3017.0_02.g3,0.005,32399,0.005,18000,0.005,13599,1279.0,3017.0
245,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1280.0_3018.0_01.g3,1280.0_3018.0_01.g3,0.005,33198,0.005,18000,0.005,14398,1280.0,3018.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1280.0_3018.0_02.g3,1280.0_3018.0_02.g3,0.005,33198,0.005,18000,0.005,14398,1280.0,3018.0
246,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1281.0_2239.0_01.g3,1281.0_2239.0_01.g3,0.005,30600,0.005,18000,0.005,11800,1281.0,2239.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1281.0_2239.0_02.g3,1281.0_2239.0_02.g3,0.005,30600,0.005,18000,0.005,11800,1281.0,2239.0
247,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1281.0_3019.0_01.g3,1281.0_3019.0_01.g3,0.005,34199,0.005,18000,0.005,15399,1281.0,3019.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1281.0_3019.0_02.g3,1281.0_3019.0_02.g3,0.005,34199,0.005,18000,0.005,15399,1281.0,3019.0
248,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1282.0_3020.0_01.g3,1282.0_3020.0_01.g3,0.005,35199,0.005,18000,0.005,16399,1282.0,3020.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1282.0_3020.0_02.g3,1282.0_3020.0_02.g3,0.005,35199,0.005,18000,0.005,16399,1282.0,3020.0
249,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1282.0_3345.0_01.g3,1282.0_3345.0_01.g3,0.005,33599,0.005,18000,0.005,14799,1282.0,3345.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1282.0_3345.0_02.g3,1282.0_3345.0_02.g3,0.005,33599,0.005,18000,0.005,14799,1282.0,3345.0
250,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1283.0_3021.0_01.g3,1283.0_3021.0_01.g3,0.005,34998,0.005,18000,0.005,16198,1283.0,3021.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1283.0_3021.0_02.g3,1283.0_3021.0_02.g3,0.005,34998,0.005,18000,0.005,16198,1283.0,3021.0
251,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1283.0_3346.0_01.g3,1283.0_3346.0_01.g3,0.005,34399,0.005,18000,0.005,15599,1283.0,3346.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1283.0_3346.0_02.g3,1283.0_3346.0_02.g3,0.005,34399,0.005,18000,0.005,15599,1283.0,3346.0
252,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1284.0_3022.0_01.g3,1284.0_3022.0_01.g3,0.005,32799,0.005,18000,0.005,13999,1284.0,3022.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1284.0_3022.0_02.g3,1284.0_3022.0_02.g3,0.005,32799,0.005,18000,0.005,13999,1284.0,3022.0
253,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1285.0_3023.0_01.g3,1285.0_3023.0_01.g3,0.005,34600,0.005,18000,0.005,15800,1285.0,3023.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1285.0_3023.0_02.g3,1285.0_3023.0_02.g3,0.005,34600,0.005,18000,0.005,15800,1285.0,3023.0
254,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1286.0_3024.0_01.g3,1286.0_3024.0_01.g3,0.005,34998,0.005,18000,0.005,16198,1286.0,3024.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1286.0_3024.0_02.g3,1286.0_3024.0_02.g3,0.005,34998,0.005,18000,0.005,16198,1286.0,3024.0
255,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1286.0_3349.0_01.g3,1286.0_3349.0_01.g3,0.005,35599,0.005,18000,0.005,16799,1286.0,3349.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1286.0_3349.0_02.g3,1286.0_3349.0_02.g3,0.005,35599,0.005,18000,0.005,16799,1286.0,3349.0
256,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1287.0_3025.0_01.g3,1287.0_3025.0_01.g3,0.005,33198,0.005,18000,0.005,14398,1287.0,3025.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1287.0_3025.0_02.g3,1287.0_3025.0_02.g3,0.005,33198,0.005,18000,0.005,14398,1287.0,3025.0
257,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1288.0_3026.0_01.g3,1288.0_3026.0_01.g3,0.005,33200,0.005,18000,0.005,14400,1288.0,3026.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1288.0_3026.0_02.g3,1288.0_3026.0_02.g3,0.005,33200,0.005,18000,0.005,14400,1288.0,3026.0
258,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1289.0_3027.0_01.g3,1289.0_3027.0_01.g3,0.005,34399,0.005,18000,0.005,15599,1289.0,3027.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1289.0_3027.0_02.g3,1289.0_3027.0_02.g3,0.005,34399,0.005,18000,0.005,15599,1289.0,3027.0
259,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1289.0_3351.0_01.g3,1289.0_3351.0_01.g3,0.005,34799,0.005,18000,0.005,15999,1289.0,3351.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1289.0_3351.0_02.g3,1289.0_3351.0_02.g3,0.005,34799,0.005,18000,0.005,15999,1289.0,3351.0
260,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1290.0_3028.0_01.g3,1290.0_3028.0_01.g3,0.005,33599,0.005,18000,0.005,14799,1290.0,3028.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1290.0_3028.0_02.g3,1290.0_3028.0_02.g3,0.005,33599,0.005,18000,0.005,14799,1290.0,3028.0
